代碼,圖示,英文,中文,屬性,職業,天生星,覺醒,收錄,強度,滿HP,滿ATK,滿DEF,SPD,暴率,暴傷,抵抗,命中,取得方式
14402,unit_icon_0015_1_4.png,Dragon,,火,攻擊,5,未覺醒,可召喚,A,8895,834,549,97,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
14403,unit_icon_0015_2_4.png,Dragon,,風,支援,5,未覺醒,可召喚,A,9885,659,659,97,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
14404,unit_icon_0015_3_4.png,Dragon,,光,體力,5,未覺醒,可召喚,B,13170,549,549,97,15,50,15,0,Scroll of Light and Darkness
14405,unit_icon_0015_4_4.png,Dragon,,暗,攻擊,5,未覺醒,可召喚,B,10545,637,637,97,15,50,15,0,Scroll of Light and Darkness
16601,unit_icon_0024_0_4.png,Dragon Knight,,水,體力,5,未覺醒,可召喚,S,11850,637,549,99,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
16602,unit_icon_0024_1_4.png,Dragon Knight,,火,攻擊,5,未覺醒,可召喚,S,10380,758,527,99,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
16603,unit_icon_0024_2_4.png,Dragon Knight,,風,支援,5,未覺醒,可召喚,S,10710,681,582,99,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
16604,unit_icon_0024_3_4.png,Dragon Knight,,光,體力,5,未覺醒,可召喚,S,11535,615,593,99,15,50,15,0,Scroll of Light and Darkness
16605,unit_icon_0024_4_4.png,Dragon Knight,,暗,支援,5,未覺醒,可召喚,A,10545,648,626,99,15,50,15,0,Scroll of Light and Darkness
22715,unit_icon_0048_4_1.png,Dragunov,,暗,攻擊,4,覺醒,可召喚,B,9060,790,582,97,30,50,15,0,Scroll of Light and Darkness
22815,unit_icon_0048_4_1.png,Dragunov,,暗,攻擊,4,未覺醒,非常駐,B,9060,790,582,97,30,50,15,0,
30701,unit_icon_0161_0_1.png,Drakan Warrior,,水,防禦,5,未覺醒,可召喚,B,9225,571,790,100,15,50,15,0,
30702,unit_icon_0161_0_2.png,Drakan Warrior,,火,攻擊,5,未覺醒,可召喚,B,8895,801,582,100,15,50,15,0,
30703,unit_icon_0161_0_3.png,Drakan Warrior,,風,防禦,5,未覺醒,可召喚,S,9555,560,780,100,15,50,15,0,
30704,unit_icon_0161_0_4.png,Drakan Warrior,,光,防禦,5,未覺醒,可召喚,B,9720,571,758,100,15,50,15,0,
30705,unit_icon_0161_0_5.png,Drakan Warrior,,暗,攻擊,5,未覺醒,可召喚,A,9555,769,571,100,15,50,15,0,
30715,unit_icon_0161_1_5.png,Drakar,德拉卡爾,暗,攻擊,5,覺醒,可召喚,A,10215,845,615,101,15,50,40,0,
34213,unit_icon_0202_1_3.png,Driana,,風,攻擊,5,覺醒,可召喚,B,10215,812,648,103,15,50,15,25,
20814,unit_icon_0039_3_4.png,Driller,,光,體力,3,覺醒,可召喚,C,10215,494,637,98,15,50,40,0,Scroll of Light and Darkness
20834,unit_icon_0126_3_4.png,Driller,,光,體力,3,二次覺醒,可召喚,B,11370,549,725,98,15,50,40,0,
11715,unit_icon_0006_4_3.png,Drogan,,暗,攻擊,3,覺醒,可召喚,C,8400,878,373,98,15,50,15,0,Scroll of Light and Darkness
11735,unit_icon_0212_3_5.png,Drogan,,暗,攻擊,3,二次覺醒,可召喚,B,10215,933,417,98,15,50,15,0,
22201,unit_icon_0046_0_3.png,Druid,,水,防禦,5,未覺醒,可召喚,A,9885,648,670,101,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
22202,unit_icon_0046_1_3.png,Druid,,火,防禦,5,未覺醒,可召喚,B,9720,659,670,101,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
22203,unit_icon_0046_2_3.png,Druid,,風,防禦,5,未覺醒,可召喚,B,9555,604,736,101,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
22204,unit_icon_0046_3_3.png,Druid,,光,體力,5,未覺醒,可召喚,B,10545,670,604,101,15,50,15,0,Scroll of Light and Darkness
22205,unit_icon_0046_4_3.png,Druid,,暗,體力,5,未覺醒,可召喚,B,10875,648,604,101,15,50,15,0,Scroll of Light and Darkness
17201,unit_icon_0026_0_2.png,Drunken Master,,水,攻擊,3,未覺醒,可召喚,C,7905,582,538,98,15,50,15,0,Fusion / Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
17202,unit_icon_0026_1_2.png,Drunken Master,,火,攻擊,3,未覺醒,可召喚,C,7575,648,494,98,15,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
17203,unit_icon_0026_2_2.png,Drunken Master,,風,攻擊,3,未覺醒,可召喚,C,7245,637,527,98,15,50,15,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
17204,unit_icon_0026_3_2.png,Drunken Master,,光,攻擊,3,未覺醒,可召喚,C,7410,604,549,98,15,50,15,0,Scroll of Light and Darkness
17205,unit_icon_0026_4_2.png,Drunken Master,,暗,攻擊,3,未覺醒,可召喚,C,7080,659,516,98,15,50,15,0,Scroll of Light and Darkness
22101,unit_icon_0046_0_0.png,Dryad,,水,支援,4,未覺醒,可召喚,C,9720,494,670,103,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
22102,unit_icon_0046_1_0.png,Dryad,,火,支援,4,未覺醒,可召喚,C,10380,505,615,103,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
22103,unit_icon_0046_2_0.png,Dryad,,風,支援,4,未覺醒,可召喚,C,9885,571,582,103,15,50,15,0,Fusion / Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
22104,unit_icon_0046_3_0.png,Dryad,,光,支援,4,未覺醒,可召喚,C,10710,516,582,103,15,50,15,0,Scroll of Light and Darkness
22105,unit_icon_0046_4_0.png,Dryad,,暗,支援,4,未覺醒,可召喚,C,10050,571,571,103,15,50,15,0,Scroll of Light and Darkness
27804,unit_icon_0113_0_4.png,Dual Blade,,光,攻擊,5,未覺醒,可召喚,B,8730,823,571,97,15,50,15,0,
20612,unit_icon_0039_1_0.png,Duamutef,,火,防禦,4,覺醒,可召喚,B,9390,626,725,102,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
33804,unit_icon_0199_1_4.png,Duke,,光,體力,4,未覺醒,非常駐,C,10215,582,549,101,15,50,15,0,
33814,unit_icon_0199_1_4.png,Duke,,光,體力,4,覺醒,可召喚,B,11370,626,593,102,15,50,15,0,
33805,unit_icon_0199_1_5.png,Duke,,暗,體力,4,未覺醒,非常駐,C,10050,593,549,101,15,50,15,0,
33815,unit_icon_0199_1_5.png,Duke,,暗,體力,4,覺醒,可召喚,B,11205,648,582,102,15,50,15,0,
33801,unit_icon_0199_1_1.png,Duke,,水,體力,5,未覺醒,非常駐,B,10710,659,604,101,15,50,15,0,
33811,unit_icon_0199_1_1.png,Duke,,水,體力,5,覺醒,可召喚,B,11850,703,648,102,15,50,40,0,
33802,unit_icon_0199_1_2.png,Duke,,火,體力,5,未覺醒,非常駐,B,11205,637,593,101,15,50,15,0,
33812,unit_icon_0199_1_2.png,Duke,,火,體力,5,覺醒,可召喚,B,12510,681,626,102,15,50,15,25,
33803,unit_icon_0199_1_3.png,Duke,,風,體力,5,未覺醒,非常駐,B,11040,637,604,101,15,50,15,0,
33813,unit_icon_0199_1_3.png,Duke,,風,體力,5,覺醒,可召喚,B,12180,692,637,102,15,50,15,25,
20715,unit_icon_0040_4_1.png,Dusky,,暗,攻擊,4,覺醒,可召喚,B,9060,801,571,101,15,50,15,0,Scroll of Light and Darkness
28314,unit_icon_0118_1_4.png,Dyeus,,光,攻擊,5,覺醒,可召喚,B,9885,900,582,106,15,50,15,0,
28414,unit_icon_0118_2_4.png,Dyeus,,光,攻擊,5,未覺醒,非常駐,B,9885,900,582,106,15,50,15,0,
22414,unit_icon_0047_3_0.png,Einheri,,光,防禦,4,覺醒,可召喚,B,9555,582,758,99,30,50,15,0,Scroll of Light and Darkness
17713,unit_icon_0027_2_4.png,Eintau,,風,體力,3,覺醒,可召喚,C,10380,593,527,99,15,50,15,0,Chiruka Remains / Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
23015,unit_icon_0050_0_2.png,Eirgar,,暗,攻擊,5,覺醒,可召喚,B,10050,834,637,99,15,50,15,0,
27712,unit_icon_0107_1_2.png,Eivor,,火,體力,4,覺醒,可召喚,B,11700,670,527,103,15,50,15,0,
27713,unit_icon_0107_1_3.png,Eivor,,風,支援,4,覺醒,可召喚,B,10050,648,659,103,15,50,15,0,
27711,unit_icon_0107_1_1.png,Eivor,,水,支援,5,覺醒,可召喚,B,10050,736,736,103,15,50,15,25,
27714,unit_icon_0107_1_4.png,Eivor,埃沃爾,光,攻擊,5,覺醒,可召喚,B,10050,867,604,118,15,50,15,0,
27715,unit_icon_0107_1_5.png,Eivor,埃沃爾,暗,體力,5,覺醒,可召喚,A,12180,736,593,103,15,50,40,0,
17013,unit_icon_0019_2_2.png,Eladriel,,風,支援,5,覺醒,可召喚,B,12015,626,714,115,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
35301,unit_icon_0218_1_1.png,Elder Horn,,水,攻擊,4,未覺醒,非常駐,C,8895,692,527,103,15,50,15,0,
35311,unit_icon_0218_1_1.png,Elder Horn,,水,攻擊,4,覺醒,可召喚,B,9555,769,571,104,15,50,15,0,
35305,unit_icon_0218_1_5.png,Elder Horn,,暗,攻擊,4,未覺醒,非常駐,C,9225,670,527,103,15,50,15,0,
35315,unit_icon_0218_1_5.png,Elder Horn,,暗,攻擊,4,覺醒,可召喚,B,9885,747,571,104,15,50,15,0,
35302,unit_icon_0218_1_2.png,Elder Horn,,火,攻擊,5,未覺醒,非常駐,B,9555,769,571,103,15,50,15,0,
35312,unit_icon_0218_1_2.png,Elder Horn,,火,攻擊,5,覺醒,可召喚,B,10215,856,604,104,15,50,15,25,
35303,unit_icon_0218_1_3.png,Elder Horn,,風,攻擊,5,未覺醒,非常駐,B,9060,812,560,103,15,50,15,0,
35313,unit_icon_0218_1_3.png,Elder Horn,,風,攻擊,5,覺醒,可召喚,B,9720,900,593,104,30,50,15,0,
35304,unit_icon_0218_1_4.png,Elder Horn,,光,攻擊,5,未覺醒,非常駐,B,9390,725,626,103,15,50,15,0,
35314,unit_icon_0218_1_4.png,Elder Horn,,光,攻擊,5,覺醒,可召喚,B,10050,801,670,104,15,50,15,25,
21514,unit_icon_0043_3_4.png,Eleanor,艾雷諾,光,體力,5,覺醒,可召喚,A,12840,604,681,100,15,50,15,0,Scroll of Light and Darkness
21614,unit_icon_0044_3_0.png,Eleanor,,光,體力,5,未覺醒,非常駐,A,12840,604,681,100,15,50,15,0,
10801,unit_icon_0002_0_4.png,Elemental,,水,攻擊,2,未覺醒,可召喚,D,6255,681,384,106,15,50,15,0,Fusion / Hydeni Ruins / Magic Shop / Unknown Scroll or Social Summon
10802,unit_icon_0002_1_4.png,Elemental,,火,攻擊,2,未覺醒,可召喚,D,7080,549,461,106,15,50,15,0,Vrofagus Ruins / Magic Shop / Unknown Scroll or Social Summon
10803,unit_icon_0002_2_4.png,Elemental,,風,攻擊,2,未覺醒,可召喚,D,5925,714,373,106,15,50,15,0,Kabir Ruins / Magic Shop / Unknown Scroll or Social Summon
10804,unit_icon_0002_3_4.png,Elemental,,光,攻擊,3,未覺醒,可召喚,C,7575,626,516,106,15,50,15,0,Scroll of Light and Darkness
10805,unit_icon_0002_4_4.png,Elemental,,暗,攻擊,3,未覺醒,可召喚,C,7740,681,450,106,15,50,15,0,Scroll of Light and Darkness
26815,unit_icon_0099_1_5.png,Elena,,暗,支援,5,覺醒,可召喚,B,10545,747,692,96,15,50,40,0,
28113,unit_icon_0116_1_3.png,Eleni,,風,攻擊,5,覺醒,可召喚,B,9720,867,626,100,15,50,15,25,
18914,unit_icon_0033_3_3.png,Elenoa,,光,支援,5,覺醒,可召喚,B,11040,692,714,111,15,50,15,0,Scroll of Light and Darkness
32313,unit_icon_0177_1_3.png,Elephas,,風,防禦,5,覺醒,可召喚,B,11370,571,812,102,15,50,15,25,
34015,unit_icon_0192_1_5.png,Elise,,暗,攻擊,5,覺醒,可召喚,B,10050,834,637,99,15,50,15,25,
16704,unit_icon_0023_3_4.png,Elite Magical Archer,,光,攻擊,3,未覺醒,可召喚,C,8400,659,428,104,15,50,15,0,Special Event
30113,unit_icon_0145_1_3.png,Eliza,,風,攻擊,4,覺醒,可召喚,B,9390,812,538,104,15,50,15,0,
25614,unit_icon_0078_1_4.png,Ella,艾爾拉,光,支援,5,覺醒,可召喚,B,12180,659,670,99,15,50,40,0,
12011,unit_icon_0007_0_4.png,Ellena,,水,攻擊,3,覺醒,可召喚,C,5925,812,604,103,15,50,15,0,Hydeni Ruins / Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
12031,unit_icon_0074_3_1.png,Ellena,,水,攻擊,3,二次覺醒,可召喚,B,7905,867,637,103,15,50,15,0,
14911,unit_icon_0018_0_0.png,Ellin,,水,攻擊,3,覺醒,可召喚,C,9060,823,384,102,15,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
11314,unit_icon_0005_3_0.png,Elpuria,,光,體力,3,覺醒,可召喚,C,10545,538,571,100,30,50,15,0,Scroll of Light and Darkness
19214,unit_icon_0032_3_2.png,Elsharion,艾莎莉恩,光,攻擊,5,覺醒,可召喚,A,10545,780,659,100,15,50,15,25,
10111,unit_icon_0000_0_1.png,Elucia,,水,支援,3,覺醒,可召喚,C,9060,626,582,104,15,50,15,0,Secret Dungeon / Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
10131,unit_icon_0051_0_0.png,Elucia,,水,支援,3,二次覺醒,可召喚,B,10050,714,648,104,15,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
11714,unit_icon_0006_3_3.png,Eludain,,光,攻擊,3,覺醒,可召喚,C,7740,867,428,98,15,50,15,0,Scroll of Light and Darkness
11734,unit_icon_0212_3_4.png,Eludain,,光,攻擊,3,二次覺醒,可召喚,B,9225,922,494,98,15,50,15,0,
14514,unit_icon_0017_3_3.png,Eludia,埃魯迪亞,光,攻擊,5,覺醒,可召喚,B,9390,1054,461,99,15,50,15,25,Scroll of Light and Darkness
20911,unit_icon_0041_0_1.png,Eluin,,水,攻擊,3,覺醒,可召喚,C,8235,725,538,101,15,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20901,unit_icon_0041_0_0.png,Elven Ranger,,水,攻擊,3,未覺醒,可召喚,C,7740,615,516,100,15,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20902,unit_icon_0041_1_0.png,Elven Ranger,,火,支援,3,未覺醒,可召喚,C,8400,560,527,100,15,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20903,unit_icon_0041_2_0.png,Elven Ranger,,風,攻擊,3,未覺醒,可召喚,C,8070,593,516,100,15,50,15,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20904,unit_icon_0041_3_0.png,Elven Ranger,,光,攻擊,3,未覺醒,可召喚,C,8070,626,483,100,15,50,15,0,Scroll of Light and Darkness / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20905,unit_icon_0041_4_0.png,Elven Ranger,,暗,攻擊,4,未覺醒,可召喚,C,8235,692,571,100,15,50,15,0,Scroll of Light and Darkness
22914,unit_icon_0049_3_4.png,Emily,,光,攻擊,4,覺醒,可召喚,B,9720,725,604,103,15,50,15,0,Scroll of Light and Darkness
20111,unit_icon_0037_0_1.png,Emma,,水,支援,4,覺醒,可召喚,B,10215,626,670,104,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
29912,unit_icon_0153_1_2.png,Enshia,,火,攻擊,5,覺醒,可召喚,B,10545,878,560,101,15,50,15,25,
15301,unit_icon_0020_0_0.png,Epikion Priest,,水,支援,3,未覺醒,可召喚,C,8895,461,593,95,15,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15303,unit_icon_0020_2_0.png,Epikion Priest,,風,支援,3,未覺醒,可召喚,B,9555,527,483,95,15,50,15,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15305,unit_icon_0020_4_0.png,Epikion Priest,,暗,體力,3,未覺醒,可召喚,C,7740,582,549,95,15,50,15,0,Scroll of Light and Darkness
15302,unit_icon_0020_1_0.png,Epikion Priest,,火,支援,4,未覺醒,可召喚,C,10050,505,637,95,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
15304,unit_icon_0020_3_0.png,Epikion Priest,,光,支援,4,未覺醒,可召喚,C,10710,549,549,95,15,50,15,0,Scroll of Light and Darkness
11814,unit_icon_0007_3_0.png,Eredas,,光,體力,4,覺醒,可召喚,B,11535,703,505,105,15,50,15,0,Scroll of Light and Darkness
30713,unit_icon_0161_1_3.png,Ereshion,埃萊希翁,風,防禦,5,覺醒,可召喚,S,10380,604,845,101,30,50,15,0,
11313,unit_icon_0005_2_0.png,Ermeda,,風,體力,3,覺醒,可召喚,B,11370,582,472,100,15,50,15,0,Tamor Desert / Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20913,unit_icon_0041_2_1.png,Erwin,,風,攻擊,3,覺醒,可召喚,C,8400,714,538,101,15,50,15,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
14014,unit_icon_0015_3_1.png,Eshir,,光,體力,3,覺醒,可召喚,A,12840,472,483,115,15,50,15,0,Scroll of Light and Darkness
14034,unit_icon_0053_3_1.png,Eshir,伊休魯,光,體力,3,二次覺醒,可召喚,A,13170,571,582,115,15,50,15,0,Scroll of Light and Darkness
26511,unit_icon_0090_1_1.png,Espresso Cookie,,水,攻擊,4,覺醒,可召喚,B,9885,790,527,116,15,50,15,0,
26512,unit_icon_0090_1_2.png,Espresso Cookie,,火,攻擊,4,覺醒,可召喚,B,9390,812,538,101,15,50,15,25,
26513,unit_icon_0090_1_3.png,Espresso Cookie,,風,攻擊,4,覺醒,可召喚,B,9060,801,571,101,30,50,15,0,
26514,unit_icon_0090_1_4.png,Espresso Cookie,,光,攻擊,4,覺醒,可召喚,B,9720,790,538,101,15,50,15,25,
26515,unit_icon_0090_1_5.png,Espresso Cookie,,暗,攻擊,4,覺醒,可召喚,B,9225,801,560,101,30,50,15,0,
17913,unit_icon_0023_2_1.png,Ethna,艾德娜,風,攻擊,5,覺醒,可召喚,A,10380,845,604,119,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
28914,unit_icon_0133_1_4.png,Euldong,,光,體力,5,覺醒,可召喚,B,12510,626,681,96,15,50,40,0,
29014,unit_icon_0132_1_4.png,Eunbee and Sapsaree,,光,支援,4,覺醒,可召喚,B,10710,549,714,103,15,50,15,0,
13914,unit_icon_0014_3_4.png,Eva,,光,攻擊,4,覺醒,可召喚,B,10710,714,549,103,15,50,15,0,Scroll of Light and Darkness
27915,unit_icon_0114_1_5.png,Evan,,暗,攻擊,4,覺醒,可召喚,B,9390,812,538,98,15,50,15,0,
27413,unit_icon_0109_1_3.png,Ezio,,風,攻擊,4,覺醒,可召喚,B,9225,801,560,98,15,50,15,0,
27415,unit_icon_0109_1_5.png,Ezio,,暗,攻擊,4,覺醒,可召喚,B,9390,812,538,98,15,50,15,0,
27411,unit_icon_0109_1_1.png,Ezio,,水,攻擊,5,覺醒,可召喚,B,9720,911,582,113,15,50,15,0,
27412,unit_icon_0109_1_2.png,Ezio,,火,攻擊,5,覺醒,可召喚,B,9885,889,593,98,15,50,15,25,
27414,unit_icon_0109_1_4.png,Ezio,,光,攻擊,5,覺醒,可召喚,B,10380,878,571,98,15,50,40,0,
15812,unit_icon_0007_1_1.png,Fairo,,火,攻擊,3,覺醒,可召喚,C,8565,703,538,102,30,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
10103,unit_icon_0000_2_0.png,Fairy,,風,支援,2,未覺醒,可召喚,D,7410,527,461,103,15,50,15,0,Magic Shop / Secret Dungeon / Unknown Scroll or Social Summon
10105,unit_icon_0000_4_0.png,Fairy,,暗,攻擊,2,未覺醒,可召喚,D,7080,538,472,101,15,50,15,0,Secret Dungeon
10101,unit_icon_0000_0_0.png,Fairy,,水,支援,3,未覺醒,可召喚,C,8235,483,615,103,15,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
10102,unit_icon_0000_1_0.png,Fairy,,火,攻擊,3,未覺醒,可召喚,C,8730,560,505,101,15,50,15,0,Fusion / Secret Dungeon / Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
10104,unit_icon_0000_3_0.png,Fairy,,光,支援,3,未覺醒,可召喚,C,9225,615,417,100,15,50,15,0,Secret Dungeon / Scroll of Light and Darkness
21101,unit_icon_0040_0_2.png,Fairy King,,水,攻擊,5,未覺醒,可召喚,B,9555,714,626,100,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
21102,unit_icon_0040_1_2.png,Fairy King,,火,攻擊,5,未覺醒,可召喚,S,9555,703,637,100,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
21103,unit_icon_0040_2_2.png,Fairy King,,風,支援,5,未覺醒,可召喚,A,9885,659,659,100,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
21104,unit_icon_0040_3_2.png,Fairy King,,光,攻擊,5,未覺醒,可召喚,B,9555,681,659,100,15,50,15,0,Scroll of Light and Darkness
21105,unit_icon_0040_4_2.png,Fairy King,,暗,支援,5,未覺醒,可召喚,A,11205,637,593,100,15,50,15,0,Scroll of Light and Darkness
19104,unit_icon_0028_3_0.png,Fairy Queen,,光,支援,3,未覺醒,可召喚,S,9060,604,439,102,15,50,15,0,Special Event
16714,unit_icon_0023_4_4.png,Fami,,光,攻擊,3,覺醒,可召喚,C,8895,747,472,105,15,50,15,0,Special Event
11312,unit_icon_0005_1_0.png,Fao,,火,體力,3,覺醒,可召喚,B,12015,549,461,100,15,50,15,0,Secret Dungeon / Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
28112,unit_icon_0116_1_2.png,Federica,,火,攻擊,5,覺醒,可召喚,B,9885,878,604,100,30,50,15,0,
16211,unit_icon_0024_0_3.png,Fedora,,水,支援,4,覺醒,可召喚,B,9885,659,659,101,15,50,15,25,Guild Shop / Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
17315,unit_icon_0008_4_4.png,Fei,,暗,攻擊,4,覺醒,可召喚,B,10215,714,582,102,15,50,15,0,Scroll of Light and Darkness
22114,unit_icon_0046_3_1.png,Felleria,,光,支援,4,覺醒,可召喚,B,11700,549,648,104,15,50,15,0,Scroll of Light and Darkness
21213,unit_icon_0041_2_4.png,Feng Yan,,風,防禦,5,覺醒,可召喚,A,10215,659,801,96,15,50,15,25,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
17015,unit_icon_0019_4_2.png,Fermion,,暗,防禦,5,覺醒,可召喚,A,10215,582,878,100,30,50,15,0,Scroll of Light and Darkness
35802,unit_icon_0222_1_2.png,Fern,,火,攻擊,4,未覺醒,非常駐,C,8895,681,538,102,15,50,15,0,
35812,unit_icon_0222_1_2.png,Fern,,火,攻擊,4,覺醒,可召喚,B,9555,769,571,103,15,50,15,0,
35805,unit_icon_0222_1_5.png,Fern,,暗,攻擊,4,未覺醒,非常駐,C,9225,670,527,102,15,50,15,0,
35815,unit_icon_0222_1_5.png,Fern,,暗,攻擊,4,覺醒,可召喚,B,9885,758,560,103,15,50,15,0,
35801,unit_icon_0222_1_1.png,Fern,,水,攻擊,5,未覺醒,非常駐,B,8895,801,582,102,15,50,15,0,
35811,unit_icon_0222_1_1.png,Fern,,水,攻擊,5,覺醒,可召喚,B,9720,878,615,103,30,50,15,0,
35803,unit_icon_0222_1_3.png,Fern,,風,攻擊,5,未覺醒,非常駐,B,10050,703,604,102,15,50,15,0,
35813,unit_icon_0222_1_3.png,Fern,,風,攻擊,5,覺醒,可召喚,B,10710,790,637,103,15,50,40,0,
35804,unit_icon_0222_1_4.png,Fern,,光,攻擊,5,未覺醒,非常駐,B,10215,747,549,102,15,50,15,0,
35814,unit_icon_0222_1_4.png,Fern,,光,攻擊,5,覺醒,可召喚,B,10875,834,582,103,15,50,15,25,
13414,unit_icon_0011_3_2.png,Figaro,,光,體力,4,覺醒,可召喚,B,11700,703,494,103,15,50,15,0,Scroll of Light and Darkness
29715,unit_icon_0151_1_5.png,Fiona,,暗,攻擊,4,覺醒,可召喚,B,10050,790,516,106,15,50,15,0,
12301,unit_icon_0010_1_1.png,Forest Keeper,,水,防禦,1,未覺醒,可召喚,D,6255,351,549,88,15,50,15,0,Aiden Forest / Magic Shop / Unknown Scroll or Social Summon
12302,unit_icon_0010_2_1.png,Forest Keeper,,火,防禦,1,未覺醒,可召喚,D,6420,362,527,88,15,50,15,0,Magic Shop / Unknown Scroll or Social Summon
12303,unit_icon_0010_3_1.png,Forest Keeper,,風,防禦,1,未覺醒,可召喚,D,6090,395,516,88,15,50,15,0,Garen Forest / Magic Shop / Unknown Scroll or Social Summon
19114,unit_icon_0028_4_0.png,Fran,,光,支援,3,覺醒,可召喚,S,10215,670,461,103,15,50,15,0,Special Event
20801,unit_icon_0039_0_3.png,Frankenstein,,水,防禦,3,未覺醒,可召喚,C,8235,494,604,97,15,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20802,unit_icon_0039_1_3.png,Frankenstein,,火,體力,3,未覺醒,可召喚,C,8895,505,549,97,15,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20803,unit_icon_0039_2_3.png,Frankenstein,,風,防禦,3,未覺醒,可召喚,C,8565,483,593,97,15,50,15,0,Fusion / Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20804,unit_icon_0039_3_3.png,Frankenstein,,光,體力,3,未覺醒,可召喚,C,9060,472,571,97,15,50,15,0,Scroll of Light and Darkness
20805,unit_icon_0039_4_3.png,Frankenstein,,暗,防禦,3,未覺醒,可召喚,C,8565,494,582,97,15,50,15,0,Scroll of Light and Darkness
27814,unit_icon_0113_1_4.png,Frederic,,光,攻擊,5,覺醒,可召喚,B,9390,900,615,98,15,50,40,0,
11912,unit_icon_0009_1_4.png,Fria,,火,支援,4,覺醒,可召喚,B,8565,769,637,103,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
30714,unit_icon_0161_1_4.png,Fridrion,,光,防禦,5,覺醒,可召喚,B,10545,615,823,101,15,50,15,25,
35701,unit_icon_0220_1_1.png,Frieren,,水,攻擊,5,未覺醒,非常駐,B,8895,801,582,104,15,50,15,0,
35711,unit_icon_0220_1_1.png,Frieren,,水,攻擊,5,覺醒,可召喚,B,9555,889,615,105,30,50,15,0,
35702,unit_icon_0220_1_2.png,Frieren,,火,攻擊,5,未覺醒,非常駐,B,9555,790,549,104,15,50,15,0,
35712,unit_icon_0220_1_2.png,Frieren,,火,攻擊,5,覺醒,可召喚,B,10215,856,604,105,30,50,15,0,
